2026-01-09 21:41:05,597 | INFO | DetectionEngine | Signature rules loaded successfully.
2026-01-10 00:33:14,177 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,177 | INFO | AlertSystem | {"timestamp": "2026-01-09T19:03:14.177880", "alert_type": "signature", "attack_name": "suspicious_small_packets", "severity": "low", "mitre_technique": "T1046", "anomaly_score": null, "source": {"ip": "10.234.183.252", "port": 61444}, "destination": {"ip": "91.108.56.128", "port": 443}, "traffic": {"packet_size": 335, "packet_rate": 10000.0, "byte_rate": 3350000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,181 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,183 | WARNING | DetectionEngine | Signature match detected: syn_flood
2026-01-10 00:33:14,183 | WARNING | DetectionEngine | Signature match detected: port_scan
2026-01-10 00:33:14,183 | WARNING | DetectionEngine | Signature match detected: dos_attack
2026-01-10 00:33:14,183 | WARNING | DetectionEngine | Signature match detected: suspicious_small_packets
2026-01-10 00:33:14,184 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.184212", "alert_type": "signature", "attack_name": "syn_flood", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "91.108.56.128", "port": 443}, "destination": {"ip": "10.234.183.252", "port": 61444}, "traffic": {"packet_size": 207, "packet_rate": 10000.0, "byte_rate": 2070000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,187 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,188 | WARNING | AlertSystem | {"timestamp": "2026-01-09T19:03:14.188234", "alert_type": "signature", "attack_name": "port_scan", "severity": "medium", "mitre_technique": "T1046", "anomaly_score": null, "source": {"ip": "91.108.56.128", "port": 443}, "destination": {"ip": "10.234.183.252", "port": 61444}, "traffic": {"packet_size": 207, "packet_rate": 10000.0, "byte_rate": 2070000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,192 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,192 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.192261", "alert_type": "signature", "attack_name": "dos_attack", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "91.108.56.128", "port": 443}, "destination": {"ip": "10.234.183.252", "port": 61444}, "traffic": {"packet_size": 207, "packet_rate": 10000.0, "byte_rate": 2070000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,195 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,196 | INFO | AlertSystem | {"timestamp": "2026-01-09T19:03:14.196742", "alert_type": "signature", "attack_name": "suspicious_small_packets", "severity": "low", "mitre_technique": "T1046", "anomaly_score": null, "source": {"ip": "91.108.56.128", "port": 443}, "destination": {"ip": "10.234.183.252", "port": 61444}, "traffic": {"packet_size": 207, "packet_rate": 10000.0, "byte_rate": 2070000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,200 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,202 | WARNING | DetectionEngine | Signature match detected: syn_flood
2026-01-10 00:33:14,202 | WARNING | DetectionEngine | Signature match detected: port_scan
2026-01-10 00:33:14,203 | WARNING | DetectionEngine | Signature match detected: dos_attack
2026-01-10 00:33:14,203 | WARNING | DetectionEngine | Signature match detected: suspicious_small_packets
2026-01-10 00:33:14,203 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.203413", "alert_type": "signature", "attack_name": "syn_flood", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "10.234.183.252", "port": 63611}, "destination": {"ip": "155.133.224.23", "port": 27034}, "traffic": {"packet_size": 113, "packet_rate": 10000.0, "byte_rate": 1130000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,225 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,225 | WARNING | AlertSystem | {"timestamp": "2026-01-09T19:03:14.225640", "alert_type": "signature", "attack_name": "port_scan", "severity": "medium", "mitre_technique": "T1046", "anomaly_score": null, "source": {"ip": "10.234.183.252", "port": 63611}, "destination": {"ip": "155.133.224.23", "port": 27034}, "traffic": {"packet_size": 113, "packet_rate": 10000.0, "byte_rate": 1130000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,228 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,230 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.230187", "alert_type": "signature", "attack_name": "dos_attack", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "10.234.183.252", "port": 63611}, "destination": {"ip": "155.133.224.23", "port": 27034}, "traffic": {"packet_size": 113, "packet_rate": 10000.0, "byte_rate": 1130000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,235 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,235 | INFO | AlertSystem | {"timestamp": "2026-01-09T19:03:14.235744", "alert_type": "signature", "attack_name": "suspicious_small_packets", "severity": "low", "mitre_technique": "T1046", "anomaly_score": null, "source": {"ip": "10.234.183.252", "port": 63611}, "destination": {"ip": "155.133.224.23", "port": 27034}, "traffic": {"packet_size": 113, "packet_rate": 10000.0, "byte_rate": 1130000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,242 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,242 | WARNING | DetectionEngine | Signature match detected: syn_flood
2026-01-10 00:33:14,242 | WARNING | DetectionEngine | Signature match detected: dos_attack
2026-01-10 00:33:14,244 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.242777", "alert_type": "signature", "attack_name": "syn_flood", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "155.133.224.23", "port": 27034}, "destination": {"ip": "10.234.183.252", "port": 63611}, "traffic": {"packet_size": 54, "packet_rate": 10000.0, "byte_rate": 540000.0, "tcp_flags": "A"}}
2026-01-10 00:33:14,272 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,273 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.273749", "alert_type": "signature", "attack_name": "dos_attack", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "155.133.224.23", "port": 27034}, "destination": {"ip": "10.234.183.252", "port": 63611}, "traffic": {"packet_size": 54, "packet_rate": 10000.0, "byte_rate": 540000.0, "tcp_flags": "A"}}
2026-01-10 00:33:14,279 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,280 | WARNING | DetectionEngine | Signature match detected: syn_flood
2026-01-10 00:33:14,280 | WARNING | DetectionEngine | Signature match detected: port_scan
2026-01-10 00:33:14,280 | WARNING | DetectionEngine | Signature match detected: dos_attack
2026-01-10 00:33:14,280 | WARNING | DetectionEngine | Signature match detected: suspicious_small_packets
2026-01-10 00:33:14,281 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.281583", "alert_type": "signature", "attack_name": "syn_flood", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "192.200.0.116", "port": 443}, "destination": {"ip": "10.234.183.252", "port": 49328}, "traffic": {"packet_size": 139, "packet_rate": 10000.0, "byte_rate": 1390000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,286 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,286 | WARNING | AlertSystem | {"timestamp": "2026-01-09T19:03:14.286763", "alert_type": "signature", "attack_name": "port_scan", "severity": "medium", "mitre_technique": "T1046", "anomaly_score": null, "source": {"ip": "192.200.0.116", "port": 443}, "destination": {"ip": "10.234.183.252", "port": 49328}, "traffic": {"packet_size": 139, "packet_rate": 10000.0, "byte_rate": 1390000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,292 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,293 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.293609", "alert_type": "signature", "attack_name": "dos_attack", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "192.200.0.116", "port": 443}, "destination": {"ip": "10.234.183.252", "port": 49328}, "traffic": {"packet_size": 139, "packet_rate": 10000.0, "byte_rate": 1390000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,299 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,300 | INFO | AlertSystem | {"timestamp": "2026-01-09T19:03:14.299513", "alert_type": "signature", "attack_name": "suspicious_small_packets", "severity": "low", "mitre_technique": "T1046", "anomaly_score": null, "source": {"ip": "192.200.0.116", "port": 443}, "destination": {"ip": "10.234.183.252", "port": 49328}, "traffic": {"packet_size": 139, "packet_rate": 10000.0, "byte_rate": 1390000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,305 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,305 | WARNING | DetectionEngine | Signature match detected: syn_flood
2026-01-10 00:33:14,306 | WARNING | DetectionEngine | Signature match detected: dos_attack
2026-01-10 00:33:14,306 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.306644", "alert_type": "signature", "attack_name": "syn_flood", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "10.234.183.252", "port": 49328}, "destination": {"ip": "192.200.0.116", "port": 443}, "traffic": {"packet_size": 54, "packet_rate": 10000.0, "byte_rate": 540000.0, "tcp_flags": "A"}}
2026-01-10 00:33:14,311 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,312 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.312760", "alert_type": "signature", "attack_name": "dos_attack", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "10.234.183.252", "port": 49328}, "destination": {"ip": "192.200.0.116", "port": 443}, "traffic": {"packet_size": 54, "packet_rate": 10000.0, "byte_rate": 540000.0, "tcp_flags": "A"}}
2026-01-10 00:33:14,316 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,317 | WARNING | DetectionEngine | Signature match detected: syn_flood
2026-01-10 00:33:14,318 | WARNING | DetectionEngine | Signature match detected: port_scan
2026-01-10 00:33:14,318 | WARNING | DetectionEngine | Signature match detected: dos_attack
2026-01-10 00:33:14,318 | WARNING | DetectionEngine | Signature match detected: suspicious_small_packets
2026-01-10 00:33:14,318 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.318393", "alert_type": "signature", "attack_name": "syn_flood", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "162.159.135.234", "port": 443}, "destination": {"ip": "10.234.183.252", "port": 61483}, "traffic": {"packet_size": 247, "packet_rate": 10000.0, "byte_rate": 2470000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,322 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,324 | WARNING | AlertSystem | {"timestamp": "2026-01-09T19:03:14.324050", "alert_type": "signature", "attack_name": "port_scan", "severity": "medium", "mitre_technique": "T1046", "anomaly_score": null, "source": {"ip": "162.159.135.234", "port": 443}, "destination": {"ip": "10.234.183.252", "port": 61483}, "traffic": {"packet_size": 247, "packet_rate": 10000.0, "byte_rate": 2470000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,328 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,329 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.329142", "alert_type": "signature", "attack_name": "dos_attack", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "162.159.135.234", "port": 443}, "destination": {"ip": "10.234.183.252", "port": 61483}, "traffic": {"packet_size": 247, "packet_rate": 10000.0, "byte_rate": 2470000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,334 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,335 | INFO | AlertSystem | {"timestamp": "2026-01-09T19:03:14.335842", "alert_type": "signature", "attack_name": "suspicious_small_packets", "severity": "low", "mitre_technique": "T1046", "anomaly_score": null, "source": {"ip": "162.159.135.234", "port": 443}, "destination": {"ip": "10.234.183.252", "port": 61483}, "traffic": {"packet_size": 247, "packet_rate": 10000.0, "byte_rate": 2470000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,364 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,365 | WARNING | DetectionEngine | Signature match detected: syn_flood
2026-01-10 00:33:14,365 | WARNING | DetectionEngine | Signature match detected: dos_attack
2026-01-10 00:33:14,365 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.365559", "alert_type": "signature", "attack_name": "syn_flood", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "10.234.183.252", "port": 61483}, "destination": {"ip": "162.159.135.234", "port": 443}, "traffic": {"packet_size": 54, "packet_rate": 10000.0, "byte_rate": 540000.0, "tcp_flags": "A"}}
2026-01-10 00:33:14,372 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,372 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.372524", "alert_type": "signature", "attack_name": "dos_attack", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "10.234.183.252", "port": 61483}, "destination": {"ip": "162.159.135.234", "port": 443}, "traffic": {"packet_size": 54, "packet_rate": 10000.0, "byte_rate": 540000.0, "tcp_flags": "A"}}
2026-01-10 00:33:14,377 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,378 | WARNING | DetectionEngine | Signature match detected: syn_flood
2026-01-10 00:33:14,378 | WARNING | DetectionEngine | Signature match detected: port_scan
2026-01-10 00:33:14,378 | WARNING | DetectionEngine | Signature match detected: dos_attack
2026-01-10 00:33:14,378 | WARNING | DetectionEngine | Signature match detected: suspicious_small_packets
2026-01-10 00:33:14,379 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.379628", "alert_type": "signature", "attack_name": "syn_flood", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "10.234.183.252", "port": 51367}, "destination": {"ip": "162.159.128.235", "port": 2053}, "traffic": {"packet_size": 127, "packet_rate": 10000.0, "byte_rate": 1270000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,383 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,384 | WARNING | AlertSystem | {"timestamp": "2026-01-09T19:03:14.384844", "alert_type": "signature", "attack_name": "port_scan", "severity": "medium", "mitre_technique": "T1046", "anomaly_score": null, "source": {"ip": "10.234.183.252", "port": 51367}, "destination": {"ip": "162.159.128.235", "port": 2053}, "traffic": {"packet_size": 127, "packet_rate": 10000.0, "byte_rate": 1270000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,409 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,409 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.409538", "alert_type": "signature", "attack_name": "dos_attack", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "10.234.183.252", "port": 51367}, "destination": {"ip": "162.159.128.235", "port": 2053}, "traffic": {"packet_size": 127, "packet_rate": 10000.0, "byte_rate": 1270000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,414 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,414 | INFO | AlertSystem | {"timestamp": "2026-01-09T19:03:14.414888", "alert_type": "signature", "attack_name": "suspicious_small_packets", "severity": "low", "mitre_technique": "T1046", "anomaly_score": null, "source": {"ip": "10.234.183.252", "port": 51367}, "destination": {"ip": "162.159.128.235", "port": 2053}, "traffic": {"packet_size": 127, "packet_rate": 10000.0, "byte_rate": 1270000.0, "tcp_flags": "PA"}}
2026-01-10 00:33:14,420 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,420 | WARNING | DetectionEngine | Signature match detected: syn_flood
2026-01-10 00:33:14,420 | WARNING | DetectionEngine | Signature match detected: dos_attack
2026-01-10 00:33:14,421 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.421789", "alert_type": "signature", "attack_name": "syn_flood", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "162.159.128.235", "port": 2053}, "destination": {"ip": "10.234.183.252", "port": 51367}, "traffic": {"packet_size": 54, "packet_rate": 10000.0, "byte_rate": 540000.0, "tcp_flags": "A"}}
2026-01-10 00:33:14,425 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,426 | CRITICAL | AlertSystem | {"timestamp": "2026-01-09T19:03:14.426780", "alert_type": "signature", "attack_name": "dos_attack", "severity": "high", "mitre_technique": "T1499", "anomaly_score": null, "source": {"ip": "162.159.128.235", "port": 2053}, "destination": {"ip": "10.234.183.252", "port": 51367}, "traffic": {"packet_size": 54, "packet_rate": 10000.0, "byte_rate": 540000.0, "tcp_flags": "A"}}
2026-01-10 00:33:14,429 | INFO | AlertSystem | Alert successfully sent to API
2026-01-10 00:33:14,431 | WARNING | DetectionEngine | Signature match detected: suspicious_small_packets
